result,choices
124965,1,3
124967,1,3
124968,1,3
124973,1,5
124975,1,3
124976,1,3
124978,1,3
124983,1,5
124985,1,3
124986,1,3
124987,1,3
125346,1,7
125347,1,6
125348,1,6
125349,1,6
125364,1,7
125367,1,4
125368,1,4
125369,1,4
125374,1,6
125376,1,4
125378,0,4
125379,0,4
125384,1,6
125386,1,4
125387,0,4
125389,0,4
125394,1,6
125396,1,4
125397,0,4
125398,0,4
125436,1,7
125437,1,6
125438,1,6
125439,1,6
125463,1,7
125467,1,3
125468,0,3
125469,0,3
125473,1,6
125476,1,3
125478,1,3
125479,1,3
125483,1,6
125486,0,3
125487,1,3
125489,0,3
125493,1,6
125496,0,3
125497,1,3
125498,0,3
125634,0,7
125637,1,4
125638,0,4
125639,1,4
125643,0,7
125647,0,3
125648,0,3
125649,0,3
125673,1,4
125674,0,3
125678,0,3
125679,1,3
125683,0,4
125684,0,3
125687,0,3
125689,0,3
125693,1,4
125694,0,3
125697,1,3
125698,0,3
125734,0,6
125736,0,4
125738,0,4
125739,0,4
125743,0,6
125746,1,3
125748,0,3
125749,1,3
125763,0,4
125764,1,3
125768,0,3
125769,1,3
125783,0,4
125784,0,3
125786,0,3
125789,0,3
125793,0,4
125794,1,3
125796,1,3
125798,0,3
125834,1,6
125836,1,4
125837,1,4
125839,1,4
125843,1,6
125846,1,3
125847,1,3
125849,1,3
125863,1,4
125864,1,3
125867,1,3
125869,1,3
125873,1,4
125874,1,3
125876,1,3
125879,1,3
125893,1,4
125894,1,3
125896,1,3
125897,1,3
125934,1,6
125936,1,4
125937,1,4
125938,1,4
125943,1,6
125946,1,3
125947,1,3
125948,1,3
125963,1,4
125964,1,3
125967,1,3
125968,1,3
125973,1,4
125974,1,3
125976,1,3
125978,1,3
125983,1,4
125984,1,3
125986,1,3
125987,1,3
126345,1,7
126347,0,5
126348,0,5
126349,1,5
126354,1,7
126357,0,4
126358,0,4
126359,1,4
126374,0,5
126375,0,4
126378,0,4
126379,0,4
126384,0,5
126385,0,4
126387,0,4
126389,0,4
126394,1,5
126395,1,4
126397,0,4
126398,0,4
126435,0,7
126437,0,5
126438,1,5
126439,1,5
126453,0,7
126457,0,3
126458,0,3
126459,0,3
126473,0,5
126475,0,3
126478,0,3
126479,0,3
126483,1,5
126485,0,3
126487,0,3
126489,1,3
126493,1,5
126495,0,3
126497,0,3
126498,1,3
126534,0,7
126537,1,4
126538,0,4
126539,1,4
126543,0,7
126547,0,3
126548,0,3
126549,0,3
126573,1,4
126574,0,3
126578,0,3
126579,1,3
126583,0,4
126584,0,3
126587,0,3
126589,0,3
126593,1,4
126594,0,3
126597,1,3
126598,0,3
126734,1,5
126735,1,4
126738,1,4
126739,1,4
126743,1,5
126745,1,3
126748,1,3
126749,1,3
126753,1,4
126754,1,3
126758,1,3
126759,1,3
126783,1,4
126784,1,3
126785,1,3
126789,1,3
126793,1,4
126794,1,3
126795,1,3
126798,1,3
126834,1,5
126835,1,4
126837,1,4
126839,1,4
126843,1,5
126845,1,3
126847,1,3
126849,1,3
126853,1,4
126854,1,3
126857,1,3
126859,1,3
126873,1,4
126874,1,3
126875,1,3
126879,1,3
126893,1,4
126894,1,3
126895,1,3
126897,1,3
126934,0,5
126935,0,4
126937,0,4
126938,0,4
126943,0,5
126945,0,3
126947,0,3
126948,0,3
126953,0,4
126954,0,3
126957,0,3
126958,0,3
126973,0,4
126974,0,3
126975,0,3
126978,0,3
126983,0,4
126984,0,3
126985,0,3
126987,0,3
127345,-1,6
127346,-1,5
127348,1,5
127349,1,5
127354,-1,6
127356,-1,4
127358,0,4
127359,0,4
127364,-1,5
127365,-1,4
127368,0,4
127369,0,4
127384,1,5
127385,0,4
127386,0,4
127389,1,4
127394,1,5
127395,0,4
127396,0,4
127398,1,4
127435,1,6
127436,0,5
127438,1,5
127439,0,5
127453,1,6
127456,0,3
127458,1,3
127459,0,3
127463,0,5
127465,0,3
127468,0,3
127469,0,3
127483,1,5
127485,1,3
127486,0,3
127489,0,3
127493,0,5
127495,0,3
127496,0,3
127498,0,3
127534,0,6
127536,0,4
127538,0,4
127539,0,4
127543,0,6
127546,1,3
127548,0,3
127549,1,3
127563,0,4
127564,1,3
127568,0,3
127569,1,3
127583,0,4
127584,0,3
127586,0,3
127589,0,3
127593,0,4
127594,1,3
127596,1,3
127598,0,3
127634,1,5
127635,1,4
127638,1,4
127639,1,4
127643,1,5
127645,1,3
127648,1,3
127649,1,3
127653,1,4
127654,1,3
127658,1,3
127659,1,3
127683,1,4
127684,1,3
127685,1,3
127689,1,3
127693,1,4
127694,1,3
127695,1,3
127698,1,3
127834,1,5
127835,0,4
127836,0,4
127839,1,4
127843,1,5
127845,-1,3
127846,-1,3
127849,1,3
127853,0,4
127854,-1,3
127856,-1,3
127859,0,3
127863,0,4
127864,-1,3
127865,-1,3
127869,0,3
127893,1,4
127894,1,3
127895,0,3
127896,0,3
127934,-1,5
127935,0,4
127936,0,4
127938,0,4
127943,-1,5
127945,-1,3
127946,-1,3
127948,-1,3
127953,0,4
127954,-1,3
127956,-1,3
127958,0,3
127963,0,4
127964,-1,3
127965,-1,3
127968,0,3
127983,0,4
127984,-1,3
127985,0,3
127986,0,3
128345,-1,6
128346,-1,5
128347,1,5
128349,1,5
128354,-1,6
128356,-1,4
128357,1,4
128359,1,4
128364,-1,5
128365,-1,4
128367,1,4
128369,1,4
128374,1,5
128375,1,4
128376,1,4
128379,1,4
128394,1,5
128395,1,4
128396,1,4
128397,1,4
128435,0,6
128436,0,5
128437,0,5
128439,0,5
128453,0,6
128456,0,3
128457,0,3
128459,0,3
128463,0,5
128465,0,3
128467,1,3
128469,1,3
128473,0,5
128475,0,3
128476,1,3
128479,1,3
128493,0,5
128495,0,3
128496,1,3
128497,1,3
128534,1,6
128536,1,4
128537,1,4
128539,1,4
128543,1,6
128546,1,3
128547,1,3
128549,1,3
128563,1,4
128564,1,3
128567,1,3
128569,1,3
128573,1,4
128574,1,3
128576,1,3
128579,1,3
128593,1,4
128594,1,3
128596,1,3
128597,1,3
128634,1,5
128635,1,4
128637,1,4
128639,1,4
128643,1,5
128645,1,3
128647,1,3
128649,1,3
128653,1,4
128654,1,3
128657,1,3
128659,1,3
128673,1,4
128674,1,3
128675,1,3
128679,1,3
128693,1,4
128694,1,3
128695,1,3
128697,1,3
128734,1,5
128735,0,4
128736,0,4
128739,1,4
128743,1,5
128745,-1,3
128746,-1,3
128749,1,3
128753,0,4
128754,-1,3
128756,-1,3
128759,0,3
128763,0,4
128764,-1,3
128765,-1,3
128769,0,3
128793,1,4
128794,1,3
128795,0,3
128796,0,3
128934,0,5
128935,-1,4
128936,0,4
128937,0,4
128943,0,5
128945,-1,3
128946,-1,3
128947,0,3
128953,-1,4
128954,-1,3
128956,-1,3
128957,-1,3
128963,0,4
128964,-1,3
128965,-1,3
128967,0,3
128973,0,4
128974,0,3
128975,-1,3
128976,0,3
129345,-1,6
129346,-1,5
129347,0,5
129348,0,5
129354,-1,6
129356,-1,4
129357,0,4
129358,0,4
129364,-1,5
129365,-1,4
129367,1,4
129368,1,4
129374,0,5
129375,0,4
129376,1,4
129378,1,4
129384,0,5
129385,0,4
129386,1,4
129387,1,4
129435,1,6
129436,1,5
129437,1,5
129438,1,5
129453,1,6
129456,1,3
129457,1,3
129458,1,3
129463,1,5
129465,1,3
129467,1,3
129468,1,3
129473,1,5
129475,1,3
129476,1,3
129478,1,3
129483,1,5
129485,1,3
129486,1,3
129487,1,3
129534,1,6
129536,1,4
129537,1,4
129538,1,4
129543,1,6
129546,1,3
129547,1,3
129548,1,3
129563,1,4
129564,1,3
129567,1,3
129568,1,3
129573,1,4
129574,1,3
129576,1,3
129578,1,3
129583,1,4
129584,1,3
129586,1,3
129587,1,3
129634,0,5
129635,0,4
129637,0,4
129638,0,4
129643,0,5
129645,0,3
129647,0,3
129648,0,3
129653,0,4
129654,0,3
129657,0,3
129658,0,3
129673,0,4
129674,0,3
129675,0,3
129678,0,3
129683,0,4
129684,0,3
129685,0,3
129687,0,3
129734,-1,5
129735,0,4
129736,0,4
129738,0,4
129743,-1,5
129745,-1,3
129746,-1,3
129748,-1,3
129753,0,4
129754,-1,3
129756,-1,3
129758,0,3
129763,0,4
129764,-1,3
129765,-1,3
129768,0,3
129783,0,4
129784,-1,3
129785,0,3
129786,0,3
129834,0,5
129835,-1,4
129836,0,4
129837,0,4
129843,0,5
129845,-1,3
129846,-1,3
129847,0,3
129853,-1,4
129854,-1,3
129856,-1,3
129857,-1,3
129863,0,4
129864,-1,3
129865,-1,3
129867,0,3
129873,0,4
129874,0,3
129875,-1,3
129876,0,3
132456,1,7
132457,1,6
132458,0,6
132459,0,6
132465,1,7
132467,1,5
132468,0,5
132469,0,5
132475,1,6
132476,1,5
132478,0,5
132479,0,5
132485,0,6
132486,0,5
132487,0,5
132489,0,5
132495,0,6
132496,0,5
132497,0,5
132498,0,5
132546,1,7
132547,1,6
132548,1,6
132549,1,6
132564,1,7
132567,1,4
132568,1,4
132569,1,4
132574,1,6
132576,1,4
132578,0,4
132579,0,4
132584,1,6
132586,1,4
132587,0,4
132589,0,4
132594,1,6
132596,1,4
132597,0,4
132598,0,4
132645,1,7
132647,0,5
132648,0,5
132649,1,5
132654,1,7
132657,0,4
132658,0,4
132659,1,4
132674,0,5
132675,0,4
132678,0,4
132679,0,4
132684,0,5
132685,0,4
132687,0,4
132689,0,4
132694,1,5
132695,1,4
132697,0,4
132698,0,4
132745,-1,6
132746,-1,5
132748,1,5
132749,1,5
132754,-1,6
132756,-1,4
132758,0,4
132759,0,4
132764,-1,5
132765,-1,4
132768,0,4
132769,0,4
132784,1,5
132785,0,4
132786,0,4
132789,1,4
132794,1,5
132795,0,4
132796,0,4
132798,1,4
132845,-1,6
132846,-1,5
132847,1,5
132849,1,5
132854,-1,6
132856,-1,4
132857,1,4
132859,1,4
132864,-1,5
132865,-1,4
132867,1,4
132869,1,4
132874,1,5
132875,1,4
132876,1,4
132879,1,4
132894,1,5
132895,1,4
132896,1,4
132897,1,4
132945,-1,6
132946,-1,5
132947,0,5
132948,0,5
132954,-1,6
132956,-1,4
132957,0,4
132958,0,4
132964,-1,5
132965,-1,4
132967,1,4
132968,1,4
132974,0,5
132975,0,4
132976,1,4
132978,1,4
132984,0,5
132985,0,4
132986,1,4
132987,1,4
134256,1,7
134257,1,6
134258,0,6
134259,0,6
134265,1,7
134267,1,5
134268,0,5
134269,0,5
134275,1,6
134276,1,5
134278,0,5
134279,0,5
134285,0,6
134286,0,5
134287,0,5
134289,0,5
134295,0,6
134296,0,5
134297,0,5
134298,0,5
134526,0,7
134527,0,6
134528,1,6
134529,1,6
134562,0,7
134567,0,2
134568,0,2
134569,0,2
134572,0,6
134576,0,2
134578,0,2
134579,0,2
134582,1,6
134586,0,2
134587,0,2
134589,1,2
134592,1,6
134596,0,2
134597,0,2
134598,1,2
134625,-1,7
134627,1,5
134628,-1,5
134629,1,5
134652,-1,7
134657,0,2
134658,-1,2
134659,0,2
134672,1,5
134675,0,2
134678,0,2
134679,1,2
134682,-1,5
134685,-1,2
134687,0,2
134689,0,2
134692,1,5
134695,0,2
134697,1,2
134698,0,2
134725,-1,6
134726,1,5
134728,-1,5
134729,1,5
134752,-1,6
134756,0,2
134758,-1,2
134759,0,2
134762,1,5
134765,0,2
134768,0,2
134769,1,2
134782,-1,5
134785,-1,2
134786,0,2
134789,0,2
134792,1,5
134795,0,2
134796,1,2
134798,0,2
134825,1,6
134826,1,5
134827,1,5
134829,1,5
134852,1,6
134856,1,2
134857,1,2
134859,1,2
134862,1,5
134865,1,2
134867,1,2
134869,1,2
134872,1,5
134875,1,2
134876,1,2
134879,1,2
134892,1,5
134895,1,2
134896,1,2
134897,1,2
134925,-1,6
134926,-1,5
134927,-1,5
134928,-1,5
134952,-1,6
134956,0,2
134957,0,2
134958,-1,2
134962,-1,5
134965,0,2
134967,0,2
134968,0,2
134972,-1,5
134975,0,2
134976,0,2
134978,0,2
134982,-1,5
134985,-1,2
134986,0,2
134987,0,2
135246,1,7
135247,1,6
135248,1,6
135249,1,6
135264,1,7
135267,1,4
135268,1,4
135269,1,4
135274,1,6
135276,1,4
135278,0,4
135279,0,4
135284,1,6
135286,1,4
135287,0,4
135289,0,4
135294,1,6
135296,1,4
135297,0,4
135298,0,4
135426,0,7
135427,0,6
135428,1,6
135429,1,6
135462,0,7
135467,0,2
135468,0,2
135469,0,2
135472,0,6
135476,0,2
135478,0,2
135479,0,2
135482,1,6
135486,0,2
135487,0,2
135489,1,2
135492,1,6
135496,0,2
135497,0,2
135498,1,2
135624,0,7
135627,1,4
135628,1,4
135629,0,4
135642,0,7
135647,0,2
135648,0,2
135649,0,2
135672,1,4
135674,0,2
135678,1,2
135679,0,2
135682,1,4
135684,0,2
135687,1,2
135689,0,2
135692,0,4
135694,0,2
135697,0,2
135698,0,2
135724,1,6
135726,1,4
135728,1,4
135729,1,4
135742,1,6
135746,1,2
135748,1,2
135749,1,2
135762,1,4
135764,1,2
135768,1,2
135769,1,2
135782,1,4
135784,1,2
135786,1,2
135789,1,2
135792,1,4
135794,1,2
135796,1,2
135798,1,2
135824,0,6
135826,0,4
135827,0,4
135829,0,4
135842,0,6
135846,0,2
135847,0,2
135849,0,2
135862,0,4
135864,0,2
135867,0,2
135869,0,2
135872,0,4
135874,0,2
135876,0,2
135879,0,2
135892,0,4
135894,0,2
135896,0,2
135897,0,2
135924,1,6
135926,1,4
135927,1,4
135928,1,4
135942,1,6
135946,1,2
135947,1,2
135948,1,2
135962,1,4
135964,1,2
135967,1,2
135968,1,2
135972,1,4
135974,1,2
135976,1,2
135978,1,2
135982,1,4
135984,1,2
135986,1,2
135987,1,2
136245,1,7
136247,0,5
136248,0,5
136249,1,5
136254,1,7
136257,0,4
136258,0,4
136259,1,4
136274,0,5
136275,0,4
136278,0,4
136279,0,4
136284,0,5
136285,0,4
136287,0,4
136289,0,4
136294,1,5
136295,1,4
136297,0,4
136298,0,4
136425,-1,7
136427,1,5
136428,-1,5
136429,1,5
136452,-1,7
136457,0,2
136458,-1,2
136459,0,2
136472,1,5
136475,0,2
136478,0,2
136479,1,2
136482,-1,5
136485,-1,2
136487,0,2
136489,0,2
136492,1,5
136495,0,2
136497,1,2
136498,0,2
136524,0,7
136527,1,4
136528,1,4
136529,0,4
136542,0,7
136547,0,2
136548,0,2
136549,0,2
136572,1,4
136574,0,2
136578,1,2
136579,0,2
136582,1,4
136584,0,2
136587,1,2
136589,0,2
136592,0,4
136594,0,2
136597,0,2
136598,0,2
136724,-1,5
136725,-1,4
136728,-1,4
136729,-1,4
136742,-1,5
136745,0,2
136748,0,2
136749,0,2
136752,-1,4
136754,0,2
136758,-1,2
136759,0,2
136782,-1,4
136784,0,2
136785,-1,2
136789,0,2
136792,-1,4
136794,0,2
136795,0,2
136798,0,2
136824,1,5
136825,1,4
136827,1,4
136829,1,4
136842,1,5
136845,1,2
136847,1,2
136849,1,2
136852,1,4
136854,1,2
136857,1,2
136859,1,2
136872,1,4
136874,1,2
136875,1,2
136879,1,2
136892,1,4
136894,1,2
136895,1,2
136897,1,2
136924,1,5
136925,-1,4
136927,1,4
136928,-1,4
136942,1,5
136945,0,2
136947,1,2
136948,0,2
136952,-1,4
136954,0,2
136957,0,2
136958,-1,2
136972,1,4
136974,1,2
136975,0,2
136978,0,2
136982,-1,4
136984,0,2
136985,-1,2
136987,0,2
137245,-1,6
137246,-1,5
137248,1,5
137249,1,5
137254,-1,6
137256,-1,4
137258,0,4
137259,0,4
137264,-1,5
137265,-1,4
137268,0,4
137269,0,4
137284,1,5
137285,0,4
137286,0,4
137289,1,4
137294,1,5
137295,0,4
137296,0,4
137298,1,4
137425,-1,6
137426,1,5
137428,-1,5
137429,1,5
137452,-1,6
137456,0,2
137458,-1,2
137459,0,2
137462,1,5
137465,0,2
137468,0,2
137469,1,2
137482,-1,5
137485,-1,2
137486,0,2
137489,0,2
137492,1,5
137495,0,2
137496,1,2
137498,0,2
137524,1,6
137526,1,4
137528,1,4
137529,1,4
137542,1,6
137546,1,2
137548,1,2
137549,1,2
137562,1,4
137564,1,2
137568,1,2
137569,1,2
137582,1,4
137584,1,2
137586,1,2
137589,1,2
137592,1,4
137594,1,2
137596,1,2
137598,1,2
137624,-1,5
137625,-1,4
137628,-1,4
137629,-1,4
137642,-1,5
137645,0,2
137648,0,2
137649,0,2
137652,-1,4
137654,0,2
137658,-1,2
137659,0,2
137682,-1,4
137684,0,2
137685,-1,2
137689,0,2
137692,-1,4
137694,0,2
137695,0,2
137698,0,2
137824,-1,5
137825,0,4
137826,0,4
137829,0,4
137842,-1,5
137845,-1,2
137846,-1,2
137849,-1,2
137852,0,4
137854,-1,2
137856,-1,2
137859,0,2
137862,0,4
137864,-1,2
137865,-1,2
137869,0,2
137892,0,4
137894,-1,2
137895,0,2
137896,0,2
137924,-1,5
137925,-1,4
137926,-1,4
137928,-1,4
137942,-1,5
137945,-1,2
137946,-1,2
137948,-1,2
137952,-1,4
137954,-1,2
137956,-1,2
137958,-1,2
137962,-1,4
137964,-1,2
137965,-1,2
137968,-1,2
137982,-1,4
137984,-1,2
137985,-1,2
137986,-1,2
138245,-1,6
138246,-1,5
138247,1,5
138249,1,5
138254,-1,6
138256,-1,4
138257,1,4
138259,1,4
138264,-1,5
138265,-1,4
138267,1,4
138269,1,4
138274,1,5
138275,1,4
138276,1,4
138279,1,4
138294,1,5
138295,1,4
138296,1,4
138297,1,4
138425,1,6
138426,1,5
138427,1,5
138429,1,5
138452,1,6
138456,1,2
138457,1,2
138459,1,2
138462,1,5
138465,1,2
138467,1,2
138469,1,2
138472,1,5
138475,1,2
138476,1,2
138479,1,2
138492,1,5
138495,1,2
138496,1,2
138497,1,2
138524,0,6
138526,0,4
138527,0,4
138529,0,4
138542,0,6
138546,0,2
138547,0,2
138549,0,2
138562,0,4
138564,0,2
138567,0,2
138569,0,2
138572,0,4
138574,0,2
138576,0,2
138579,0,2
138592,0,4
138594,0,2
138596,0,2
138597,0,2
138624,1,5
138625,1,4
138627,1,4
138629,1,4
138642,1,5
138645,1,2
138647,1,2
138649,1,2
138652,1,4
138654,1,2
138657,1,2
138659,1,2
138672,1,4
138674,1,2
138675,1,2
138679,1,2
138692,1,4
138694,1,2
138695,1,2
138697,1,2
138724,-1,5
138725,0,4
138726,0,4
138729,0,4
138742,-1,5
138745,-1,2
138746,-1,2
138749,-1,2
138752,0,4
138754,-1,2
138756,-1,2
138759,0,2
138762,0,4
138764,-1,2
138765,-1,2
138769,0,2
138792,0,4
138794,-1,2
138795,0,2
138796,0,2
138924,0,5
138925,0,4
138926,-1,4
138927,0,4
138942,0,5
138945,-1,2
138946,-1,2
138947,0,2
138952,0,4
138954,-1,2
138956,-1,2
138957,0,2
138962,-1,4
138964,-1,2
138965,-1,2
138967,-1,2
138972,0,4
138974,0,2
138975,0,2
138976,-1,2
139245,-1,6
139246,-1,5
139247,0,5
139248,0,5
139254,-1,6
139256,-1,4
139257,0,4
139258,0,4
139264,-1,5
139265,-1,4
139267,1,4
139268,1,4
139274,0,5
139275,0,4
139276,1,4
139278,1,4
139284,0,5
139285,0,4
139286,1,4
139287,1,4
139425,-1,6
139426,-1,5
139427,-1,5
139428,-1,5
139452,-1,6
139456,0,2
139457,0,2
139458,-1,2
139462,-1,5
139465,0,2
139467,0,2
139468,0,2
139472,-1,5
139475,0,2
139476,0,2
139478,0,2
139482,-1,5
139485,-1,2
139486,0,2
139487,0,2
139524,1,6
139526,1,4
139527,1,4
139528,1,4
139542,1,6
139546,1,2
139547,1,2
139548,1,2
139562,1,4
139564,1,2
139567,1,2
139568,1,2
139572,1,4
139574,1,2
139576,1,2
139578,1,2
139582,1,4
139584,1,2
139586,1,2
139587,1,2
139624,1,5
139625,-1,4
139627,1,4
139628,-1,4
139642,1,5
139645,0,2
139647,1,2
139648,0,2
139652,-1,4
139654,0,2
139657,0,2
139658,-1,2
139672,1,4
139674,1,2
139675,0,2
139678,0,2
139682,-1,4
139684,0,2
139685,-1,2
139687,0,2
139724,-1,5
139725,-1,4
139726,-1,4
139728,-1,4
139742,-1,5
139745,-1,2
139746,-1,2
139748,-1,2
139752,-1,4
139754,-1,2
139756,-1,2
139758,-1,2
139762,-1,4
139764,-1,2
139765,-1,2
139768,-1,2
139782,-1,4
139784,-1,2
139785,-1,2
139786,-1,2
139824,0,5
139825,0,4
139826,-1,4
139827,0,4
139842,0,5
139845,-1,2
139846,-1,2
139847,0,2
139852,0,4
139854,-1,2
139856,-1,2
139857,0,2
139862,-1,4
139864,-1,2
139865,-1,2
139867,-1,2
139872,0,4
139874,0,2
139875,0,2
139876,-1,2
142356,1,7
142357,1,6
142358,0,6
142359,0,6
142365,1,7
142367,1,5
142368,0,5
142369,0,5
142375,1,6
142376,1,5
142378,0,5
142379,0,5
142385,0,6
142386,0,5
142387,0,5
142389,0,5
142395,0,6
142396,0,5
142397,0,5
142398,0,5
142536,1,7
142537,1,6
142538,1,6
142539,1,6
142563,1,7
142567,1,3
142568,0,3
142569,0,3
142573,1,6
142576,1,3
142578,1,3
142579,1,3
142583,1,6
142586,0,3
142587,1,3
142589,0,3
142593,1,6
142596,0,3
142597,1,3
142598,0,3
142635,0,7
142637,0,5
142638,1,5
142639,1,5
142653,0,7
142657,0,3
142658,0,3
142659,0,3
142673,0,5
142675,0,3
142678,0,3
142679,0,3
142683,1,5
142685,0,3
142687,0,3
142689,1,3
142693,1,5
142695,0,3
142697,0,3
142698,1,3
142735,1,6
142736,0,5
142738,1,5
142739,0,5
142753,1,6
142756,0,3
142758,1,3
142759,0,3
142763,0,5
142765,0,3
142768,0,3
142769,0,3
142783,1,5
142785,1,3
142786,0,3
142789,0,3
142793,0,5
142795,0,3
142796,0,3
142798,0,3
142835,0,6
142836,0,5
142837,0,5
142839,0,5
142853,0,6
142856,0,3
142857,0,3
142859,0,3
142863,0,5
142865,0,3
142867,1,3
142869,1,3
142873,0,5
142875,0,3
142876,1,3
142879,1,3
142893,0,5
142895,0,3
142896,1,3
142897,1,3
142935,1,6
142936,1,5
142937,1,5
142938,1,5
142953,1,6
142956,1,3
142957,1,3
142958,1,3
142963,1,5
142965,1,3
142967,1,3
142968,1,3
142973,1,5
142975,1,3
142976,1,3
142978,1,3
142983,1,5
142985,1,3
142986,1,3
142987,1,3
143256,1,7
143257,1,6
143258,0,6
143259,0,6
143265,1,7
143267,1,5
143268,0,5
143269,0,5
143275,1,6
143276,1,5
143278,0,5
143279,0,5
143285,0,6
143286,0,5
143287,0,5
143289,0,5
143295,0,6
143296,0,5
143297,0,5
143298,0,5
143526,0,7
143527,0,6
143528,1,6
143529,1,6
143562,0,7
143567,0,2
143568,0,2
143569,0,2
143572,0,6
143576,0,2
143578,0,2
143579,0,2
143582,1,6
143586,0,2
143587,0,2
143589,1,2
143592,1,6
143596,0,2
143597,0,2
143598,1,2
143625,-1,7
143627,1,5
143628,-1,5
143629,1,5
143652,-1,7
143657,0,2
143658,-1,2
143659,0,2
143672,1,5
143675,0,2
143678,0,2
143679,1,2
143682,-1,5
143685,-1,2
143687,0,2
143689,0,2
143692,1,5
143695,0,2
143697,1,2
143698,0,2
143725,-1,6
143726,1,5
143728,-1,5
143729,1,5
143752,-1,6
143756,0,2
143758,-1,2
143759,0,2
143762,1,5
143765,0,2
143768,0,2
143769,1,2
143782,-1,5
143785,-1,2
143786,0,2
143789,0,2
143792,1,5
143795,0,2
143796,1,2
143798,0,2
143825,1,6
143826,1,5
143827,1,5
143829,1,5
143852,1,6
143856,1,2
143857,1,2
143859,1,2
143862,1,5
143865,1,2
143867,1,2
143869,1,2
143872,1,5
143875,1,2
143876,1,2
143879,1,2
143892,1,5
143895,1,2
143896,1,2
143897,1,2
143925,-1,6
143926,-1,5
143927,-1,5
143928,-1,5
143952,-1,6
143956,0,2
143957,0,2
143958,-1,2
143962,-1,5
143965,0,2
143967,0,2
143968,0,2
143972,-1,5
143975,0,2
143976,0,2
143978,0,2
143982,-1,5
143985,-1,2
143986,0,2
143987,0,2
145236,1,7
145237,1,6
145238,1,6
145239,1,6
145263,1,7
145267,1,3
145268,0,3
145269,0,3
145273,1,6
145276,1,3
145278,1,3
145279,1,3
145283,1,6
145286,0,3
145287,1,3
145289,0,3
145293,1,6
145296,0,3
145297,1,3
145298,0,3
145326,0,7
145327,0,6
145328,1,6
145329,1,6
145362,0,7
145367,0,2
145368,0,2
145369,0,2
145372,0,6
145376,0,2
145378,0,2
145379,0,2
145382,1,6
145386,0,2
145387,0,2
